SEASON,TEMP_PLAYER_ID,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH
2025-26,1642884,1642884,Vladislav,Goldin,Vladislav Goldin,C,84,7' 0.00'',,,253.40,89.25,7' 5.25'',111,9' 3.00'',,9.5,11.75
2025-26,1642864,1642864,Hugo,González,Hugo González,SF,78.25,6' 6.25'',,,222.70,82.75,6' 10.75'',101.5,8' 5.50'',,10.25,9
2025-26,1642919,1642919,PJ,Haggerty,PJ Haggerty,SG,74.25,6' 2.25'',,,189.40,78.5,6' 6.50'',97.5,8' 1.50'',,8.5,9.5
2025-26,1642844,1642844,Dylan,Harper,Dylan Harper,PG-SG,76.5,6' 4.50'',,,213.20,82.5,6' 10.50'',102,8' 6.00'',,9.25,9.25
2025-26,1642916,1642916,Ben,Henshall,Ben Henshall,SG,77.5,6' 5.50'',,,193.40,78.5,6' 6.50'',99.5,8' 3.50'',,8,8
2025-26,1642857,1642857,Kasparas,Jakucionis,Kasparas Jakucionis,PG-SG,76.75,6' 4.75'',,,205.20,79.75,6' 7.75'',99.5,8' 3.50'',,8.5,9.75
2025-26,1642883,1642883,Sion,James,Sion James,SG,76.5,6' 4.50'',,,217.60,78.5,6' 6.50'',100,8' 4.00'',,8.25,9.25
2025-26,1642848,1642848,Tre,Johnson,Tre Johnson,PG-SG,76.75,6' 4.75'',,,190.40,82.25,6' 10.25'',101,8' 5.00'',,8.5,8
2025-26,1642880,1642880,Kam,Jones,Kam Jones,PG,75.25,6' 3.25'',,,202.40,78,6' 6.00'',100.5,8' 4.50'',,8.25,8.5
2025-26,1641750,1641750,Ryan,Kalkbrenner,Ryan Kalkbrenner,C,85,7' 1.00'',,,257.40,90,7' 6.00'',112,9' 4.00'',,9.25,11.25
2025-26,1642909,1642909,Karter,Knox,Karter Knox,SF,77,6' 5.00'',,,214.20,82.25,6' 10.25'',102.5,8' 6.50'',,9,9.5
2025-26,1642851,1642851,Kon,Knueppel,Kon Knueppel,PG-SG,77,6' 5.00'',,,219.00,78.25,6' 6.25'',101.5,8' 5.50'',,8.5,9.75
2025-26,1642404,1642404,Chaz,Lanier,Chaz Lanier,PG-SG,75.75,6' 3.75'',,,205.80,81,6' 9.00'',101.5,8' 5.50'',,8.5,9.75
2025-26,1642865,1642865,Yaxel,Lendeborg,Yaxel Lendeborg,PF,80.5,6' 8.50'',,,234.60,88,7' 4.00'',108.5,9' 0.50'',,9.25,10
2025-26,1642961,1642961,RJ,Luis Jr.,RJ Luis Jr.,SF,77.75,6' 5.75'',,,210.00,82.5,6' 10.50'',103.5,8' 7.50'',,9,10
2025-26,1642863,1642863,Khaman,Maluach,Khaman Maluach,C,84.75,7' 0.75'',,,252.80,90.75,7' 6.75'',114,9' 6.00'',,9.75,10.25
2025-26,1642881,1642881,Bogoljub,Markovic,Bogoljub Markovic,PF,82.5,6' 10.50'',,,213.2,83.5,6' 11.50'',110,9' 2.00'',,8.25,9.75
2025-26,1642918,1642918,Alijah,Martin,Alijah Martin,SG,73.5,6' 1.50'',,,208.40,79.5,6' 7.50'',99.5,8' 3.50'',,8.25,9.25
2025-26,1642862,1642862,Liam,McNeeley,Liam McNeeley,SF-PF,78.75,6' 6.75'',,,214.60,80.5,6' 8.50'',99.5,8' 3.50'',,8.75,10
2025-26,1642944,1642944,Mackenzie,Mgbako,Mackenzie Mgbako,SF-PF,79.5,6' 7.50'',,,216.40,82.25,6' 10.25'',103,8' 7.00'',,9,9.25
2025-26,1642922,1642922,Jalon,Moore,Jalon Moore,SF,78.25,6' 6.25'',,,203.40,82.25,6' 10.25'',104.5,8' 8.50'',,9,9.5
2025-26,1642867,1642867,Collin,Murray-Boyles,Collin Murray-Boyles,SF-PF,78.5,6' 6.50'',,,239.20,84.75,7' 0.75'',106,8' 10.00'',,8.5,10.25
2025-26,1641761,1641761,Grant,Nelson,Grant Nelson,PF,82,6' 10.00'',,,229.80,84,7' 0.00'',109,9' 1.00'',,9,9.75
2025-26,1642948,1642948,Ryan,Nembhard,Ryan Nembhard,PG,71,5' 11.00'',,,175.80,74.25,6' 2.25'',94,7' 10.00'',,9.5,8.25
2025-26,1642854,1642854,Asa,Newell,Asa Newell,SF-PF,81,6' 9.00'',,,223.80,83.25,6' 11.25'',107.5,8' 11.50'',,9.25,10
2025-26,1642949,1642949,Yanic Konan,Niederhauser,Yanic Konan Niederhauser,C,83.25,6' 11.25'',,,242.60,87.25,7' 3.25'',111,9' 3.00'',,9.5,9
2025-26,1642950,1642950,Lachlan,Olbrich,Lachlan Olbrich,PF,80.75,6' 8.75'',,,230.20,83.25,6' 11.25'',107.5,8' 11.50'',,10,9
2025-26,1642923,1642923,Otega,Oweh,Otega Oweh,SG,76.25,6' 4.25'',,,212.60,80.5,6' 8.50'',101.5,8' 5.50'',,8.5,9.5
2025-26,1641825,1641825,Dink,Pate,Dink Pate,SG,78.25,6' 6.25'',,,200.80,81.75,6' 9.75'',104,8' 8.00'',,8.5,9
2025-26,1642877,1642877,Micah,Peavy,Micah Peavy,SF,78.25,6' 6.25'',,,211.60,79.25,6' 7.25'',101,8' 5.00'',,8.5,8.75
2025-26,1642869,1642869,Noah,Penda,Noah Penda,PF,79.25,6' 7.25'',,,241.8,83.5,6' 11.50'',106.5,8' 10.50'',,8.25,9.75
2025-26,1642861,1642861,Tahaad,Pettiford,Tahaad Pettiford,PG,72.25,6' 0.25'',,,168.80,77.5,6' 5.50'',96,8' 0.00'',,8.25,8.5
2025-26,1642889,1642889,Labaron,Philon,Labaron Philon,PG-SG,74.75,6' 2.75'',,,174.60,78.25,6' 6.25'',99.5,8' 3.50'',,8.5,9
2025-26,1642962,1642962,Drake,Powell,Drake Powell,SF-PF,77.25,6' 5.25'',,,200.40,84,7' 0.00'',103,8' 7.00'',,8.75,10
2025-26,1642878,1642878,Tyrese,Proctor,Tyrese Proctor,PG-SG,76.25,6' 4.25'',,,183.20,79.25,6' 7.25'',100.5,8' 4.50'',,8.25,9
2025-26,1642852,1642852,Derik,Queen,Derik Queen,C,81.25,6' 9.25'',,,247.80,84.5,7' 0.50'',109.5,9' 1.50'',,9,9.5
2025-26,1642875,1642875,Maxime,Raynaud,Maxime Raynaud,C,84.25,7' 0.25'',,,236.80,85.25,7' 1.25'',110,9' 2.00'',,9,10.25
2025-26,1642859,1642859,Jase,Richardson,Jase Richardson,PG-SG,72.5,6' 0.50'',,,178.40,78,6' 6.00'',98.5,8' 2.50'',,8.5,9.5
2025-26,1642860,1642860,Will,Riley,Will Riley,SF-PF,80.25,6' 8.25'',,,185.60,80.75,6' 8.75'',104,8' 8.00'',,8.5,9
2025-26,1642913,1642913,Michael,Ruzic,Michael Ruzic,PF,83,6' 11.00'',,,221.40,84.75,7' 0.75'',108,9' 0.00'',,9,9.25
2025-26,1642282,1642282,Hunter,Sallis,Hunter Sallis,SG,75.75,6' 3.75'',,,181.40,82,6' 10.00'',100,8' 4.00'',,8.5,9.75
2025-26,1642920,1642920,Kobe,Sanders,Kobe Sanders,SF,79,6' 7.00'',,,203.20,80.25,6' 8.25'',103,8' 7.00'',,8.5,9.25
2025-26,1642879,1642879,Ben,Saraf,Ben Saraf,PG,78,6' 6.00'',,,199.00,80.7,6' 8.70'',100,8' 4.00'',,9.44,8.07
2025-26,1641813,1641813,Mark,Sears,Mark Sears,PG,70.75,5' 10.75'',,,183.40,74,6' 2.00'',92.5,7' 8.50'',,8,8.75
2025-26,1642917,1642917,Max,Shulga,Max Shulga,SG,76.25,6' 4.25'',,,206.40,77.75,6' 5.75'',99,8' 3.00'',,8,9.75
2025-26,1642914,1642914,Javon,Small,Javon Small,PG,73,6' 1.00'',,,190.00,76.75,6' 4.75'',96,8' 0.00'',,8.25,9.75
2025-26,1642850,1642850,Thomas,Sorber,Thomas Sorber,C,81.25,6' 9.25'',,,262.80,90,7' 6.00'',109,9' 1.00'',,8.5,9
2025-26,1642876,1642876,Adou,Thiero,Adou Thiero,PG-SG,78.25,6' 6.25'',,,218.40,84,7' 0.00'',104.5,8' 8.50'',,9,10.25
2025-26,1642910,1642910,John,Tonje,John Tonje,SG,76.75,6' 4.75'',,,211.80,81,6' 9.00'',102.5,8' 6.50'',,9,9.5
2025-26,1642893,1642893,Alex,Toohey,Alex Toohey,SF,79.75,6' 7.75'',,,222.80,82.75,6' 10.75'',104.5,8' 8.50'',,9,10.25
2025-26,1642849,1642849,Nolan,Traoré,Nolan Traoré,PG,75,6' 3.00'',,,175,80,6' 8.00'',101.5,8' 5.50'',,7.75,9.25
2025-26,1642870,1642870,Milos,Uzan,Milos Uzan,PG,75.25,6' 3.25'',,,186.40,77.25,6' 5.25'',97.5,8' 1.50'',,7.75,9
2025-26,1642364,1642364,Jamir,Watkins,Jamir Watkins,SF,77,6' 5.00'',,,214.60,83.25,6' 11.25'',102.5,8' 6.50'',,9.25,9.75
2025-26,1642924,1642924,Brice,Williams,Brice Williams,SG,77.25,6' 5.25'',,,205.80,82.75,6' 10.75'',103,8' 7.00'',,9,10.75
2025-26,1642963,1642963,Darrion,Williams,Darrion Williams,SF,76.5,6' 4.50'',,,236.00,78.5,6' 6.50'',101,8' 5.00'',,9,10.5
2025-26,1642874,1642874,Danny,Wolf,Danny Wolf,SF-PF,82.5,6' 10.50'',,,251.80,86.25,7' 2.25'',109,9' 1.00'',,9.25,9.75
2025-26,1642905,1642905,Hansen,Yang,Hansen Yang,C,85,7' 1.00'',,,252.60,86.75,7' 2.75'',111,9' 3.00'',,10,11.25
2025-26,1642911,1642911,Rocco,Zikarsky,Rocco Zikarsky,C,87,7' 3.00'',,,257.00,88.75,7' 4.75'',114.5,9' 6.50'',,9,9.75
2026-27,1643587,1643587,Matthew,Able,Matthew Able,SG,75.75,6' 3.75'',,,195.80,80.25,6' 8.25'',103,8' 7.00'',,8.75,10.5
2026-27,1643411,1643411,Darius,Acuff Jr.,Darius Acuff Jr.,PG,74,6' 2.00'',,,185.80,78.5,6' 6.50'',98.5,8' 2.50'',,8.5,9.25
2026-27,1643533,1643533,Amari,Allen,Amari Allen,SF,77.25,6' 5.25'',,,204.60,80,6' 8.00'',99.5,8' 3.50'',,8.25,9.25
2026-27,1643417,1643417,Nathaniel,Ament,Nathaniel Ament,PF,81.5,6' 9.50'',,,210.80,83.5,6' 11.50'',109.5,9' 1.50'',,8.5,9.5
2026-27,1643515,1643515,Christian,Anderson,Christian Anderson,PG,73,6' 1.00'',,,180.40,78.25,6' 6.25'',96.5,8' 0.50'',,8.5,8.25
2026-27,1643591,1643591,Tobe,Awaka,Tobe Awaka,C,80,6' 8.00'',,,261.40,86.25,7' 2.25'',105,8' 9.00'',,9.25,10
2026-27,1643540,1643540,Flory,Bidunga,Flory Bidunga,C,79.75,6' 7.75'',,,228.60,87.25,7' 3.25'',106.5,8' 10.50'',,9.25,10.5
2026-27,1643548,1643548,Tyler,Bilodeau,Tyler Bilodeau,PF,79.25,6' 7.25'',,,228.20,84.75,7' 0.75'',107,8' 11.00'',,9,9.5
2026-27,1643612,1643612,John,Blackwell,John Blackwell,SG,75.25,6' 3.25'',,,199.60,74.25,6' 2.25'',98,8' 2.00'',,8.25,9.5
2026-27,1643409,1643409,Cameron,Boozer,Cameron Boozer,PF,80.25,6' 8.25'',,,252.80,85.5,7' 1.50'',108,9' 0.00'',,8.75,9.75
2026-27,1643573,1643573,Kylan,Boswell,Kylan Boswell,PG,73.25,6' 1.25'',,,226.00,79,6' 7.00'',95,7' 11.00'',,8,8.5
2026-27,1643592,1643592,Nicholas,Boyd,Nicholas Boyd,PG,73,6' 1.00'',,,176.20,74.5,6' 2.50'',96,8' 0.00'',,8,8.25
2026-27,1643558,1643558,Jaden,Bradley,Jaden Bradley,PG,74.5,6' 2.50'',,,205.40,78.25,6' 6.25'',96,8' 0.00'',,8,9.25
2026-27,1642350,1642350,Trevon,Brazile,Trevon Brazile,PF,81.5,6' 9.50'',,,225.60,87.75,7' 3.75'',109,9' 1.00'',,9,10.25
2026-27,1643576,1643576,Maliq,Brown,Maliq Brown,C,80,6' 8.00'',,,216.60,84.75,7' 0.75'',107,8' 11.00'',,8.75,9
2026-27,1643414,1643414,Christopher,Brown Jr,Christopher Brown Jr,PG,75.5,6' 3.50'',,,190.20,79.5,6' 7.50'',100.5,8' 4.50'',,8.25,9.5
2026-27,1643415,1643415,Brayden,Burries,Brayden Burries,SG,75.75,6' 3.75'',,,215.40,78,6' 6.00'',98.5,8' 2.50'',,8.25,9.25
2026-27,1643418,1643418,Cameron,Carr,Cameron Carr,SG,76.5,6' 4.50'',,,184.40,84.75,7' 0.75'',104,8' 8.00'',,8.75,9.25
2026-27,1643572,1643572,Rafael,Castro,Rafael Castro,C,81,6' 9.00'',,,224.40,85.25,7' 1.25'',109.5,9' 1.50'',,9,9
2026-27,1643416,1643416,Christopher,Cenac Jr.,Christopher Cenac Jr.,PF,82.25,6' 10.25'',,,239.60,89,7' 5.00'',108.5,9' 0.50'',,9.25,9.5
2026-27,1642929,1642929,Rueben,Chinyelu,Rueben Chinyelu,C,81.25,6' 9.25'',,,259.40,91.5,7' 7.50'',111.5,9' 3.50'',,10,10.25
2026-27,1643618,1643618,Jacob,Cofie,Jacob Cofie,PF,80.5,6' 8.50'',,,232.00,84,7' 0.00'',107,8' 11.00'',,8.5,9.5
2026-27,1643553,1643553,Ryan,Conwell,Ryan Conwell,SG,74,6' 2.00'',,,214.80,79,6' 7.00'',96.5,8' 0.50'',,8.5,9
2026-27,1643547,1643547,Sergio,De Larrea,Sergio De Larrea,PG,,,,,,,,,,,,
2026-27,1643407,1643407,Anicet,Dybantsa,Anicet Dybantsa,SF,80.5,6' 8.50'',,,217.00,84.5,7' 0.50'',106,8' 10.00'',,8.5,9
2026-27,1643544,1643544,Zuby,Ejiofor,Zuby Ejiofor,C,79.5,6' 7.50'',,,245.20,86,7' 2.00'',107,8' 11.00'',,9.25,9.75
2026-27,1642912,1642912,Isaiah,Evans,Isaiah Evans,SG,77.5,6' 5.50'',,,186.00,80.75,6' 8.75'',104.5,8' 8.50'',,8.5,9
2026-27,1643578,1643578,Jeremy,Fears Jr.,Jeremy Fears Jr.,PG,72,6' 0.00'',,,196.20,76,6' 4.00'',97.5,8' 1.50'',,8,9
2026-27,1643412,1643412,Kingston,Flemings,Kingston Flemings,PG,74.5,6' 2.50'',,,183.40,75.5,6' 3.50'',98.5,8' 2.50'',,8.5,9.5
2026-27,1643551,1643551,Ja'Kobi,Gillespie,Ja'Kobi Gillespie,PG,71.75,5' 11.75'',,,181.80,76,6' 4.00'',95.5,7' 11.50'',,8,9.5
2026-27,1643512,1643512,Allen,Graves,Allen Graves,PF,79.75,6' 7.75'',,,225.60,84,7' 0.00'',106.5,8' 10.50'',,9,9.5
2026-27,1643545,1643545,Keyshawn,Hall,Keyshawn Hall,SF,78,6' 6.00'',,,227.40,82.25,6' 10.25'',105,8' 9.00'',,9.5,9.75
2026-27,1643541,1643541,Jaden,Harris,Jaden Harris,SF,,,,,,,,,,,,
2026-27,1643624,1643624,Bryce,Hopkins,Bryce Hopkins,PF,78,6' 6.00'',,,218.80,82.5,6' 10.50'',105,8' 9.00'',,9.25,10
2026-27,1643538,1643538,Joshua,Jefferson,Joshua Jefferson,PF,79.75,6' 7.75'',,,246.20,82.75,6' 10.75'',104.5,8' 8.50'',,9,10
2026-27,1643516,1643516,Morez,Johnson,Morez Johnson,PF,81,6' 9.00'',,,250.60,87.5,7' 3.50'',107,8' 11.00'',,9.5,10
2026-27,1642284,1642284,Alex,Karaban,Alex Karaban,PF,78.75,6' 6.75'',,,225.20,83,6' 11.00'',104.5,8' 8.50'',,8.5,9.5
2026-27,1643626,1643626,Trey,Kaufman-Renn,Trey Kaufman-Renn,PF,79.75,6' 7.75'',,,241.20,82.5,6' 10.50'',105.5,8' 9.50'',,8.5,9.75
2026-27,1643583,1643583,Jack,Kayil,Jack Kayil,PG,,,,,,,,,,,,
2026-27,1643588,1643588,Tobi,Lawal,Tobi Lawal,PF,79.25,6' 7.25'',,,214.40,82.5,6' 10.50'',104.5,8' 8.50'',,8.5,9
2026-27,1642865,1642865,Yaxel,Lendeborg,Yaxel Lendeborg,PF,80.75,6' 8.75'',,,241.40,87.25,7' 3.25'',108.5,9' 0.50'',,9,10
2026-27,1643510,1643510,Karim,Lopez,Karim Lopez,PF,80.25,6' 8.25'',,,221.80,83.5,6' 11.50'',105.5,8' 9.50'',,9.5,11
2026-27,1643530,1643530,Aday,Mara,Aday Mara,C,87,7' 3.00'',,,259.80,90,7' 6.00'',117,9' 9.00'',,9,9.5
2026-27,1643568,1643568,Nick,Martinelli,Nick Martinelli,PF,78.5,6' 6.50'',,,223.60,82,6' 10.00'',104.5,8' 8.50'',,8.75,9.75
2026-27,1642394,1642394,Baba,Miller,Baba Miller,PF,82.5,6' 10.50'',,,208.20,85.75,7' 1.75'',111,9' 3.00'',,9,10
2026-27,1641759,1641759,Dillon,Mitchell,Dillon Mitchell,PF,78.75,6' 6.75'',,,202.20,82.5,6' 10.50'',104.5,8' 8.50'',,8.5,9.75
2026-27,1643521,1643521,Milan,Momcilovic,Milan Momcilovic,PF,80,6' 8.00'',,,218.20,81.25,6' 9.25'',102.5,8' 6.50'',,8,9.5
2026-27,1643613,1643613,Malachi,Moreno,Malachi Moreno,C,83.25,6' 11.25'',,,242.80,85.5,7' 1.50'',111.5,9' 3.50'',,9.25,9.25
2026-27,1643593,1643593,Izaiyah,Nelson,Izaiyah Nelson,C,80.25,6' 8.25'',,,219.40,86.5,7' 2.50'',108,9' 0.00'',,9.25,9.5
2026-27,1643589,1643589,Tyler,Nickel,Tyler Nickel,SF,78,6' 6.00'',,,217.40,80.5,6' 8.50'',102.5,8' 6.50'',,8.5,10
2026-27,1643635,1643635,Aaron,Nkrumah,Aaron Nkrumah,SG,77,6' 5.00'',,,188.80,82.25,6' 10.25'',104,8' 8.00'',,8.75,8.5
2026-27,1643536,1643536,Ebuka,Okorie,Ebuka Okorie,PG,73.25,6' 1.25'',,,186.00,79.75,6' 7.75'',98,8' 2.00'',,9,9.25
2026-27,1643590,1643590,Felix,Okpara,Felix Okpara,C,82,6' 10.00'',,,237.40,86,7' 2.00'',112,9' 4.00'',,8.75,9
2026-27,1642391,1642391,Ugonna,Onyenso,Ugonna Onyenso,C,83,6' 11.00'',,,236.80,88.75,7' 4.75'',113,9' 5.00'',,9.5,10
2026-27,1642923,1642923,Otega,Oweh,Otega Oweh,SG,76.25,6' 4.25'',,,216.00,80.25,6' 8.25'',101,8' 5.00'',,8,9.5
2026-27,1643520,1643520,Koa,Peat,Koa Peat,PF,79,6' 7.00'',,,245.00,83.25,6' 11.25'',104,8' 8.00'',,9,10
2026-27,1643408,1643408,Darryn,Peterson,Darryn Peterson,SG,76.5,6' 4.50'',,,198.80,81.75,6' 9.75'',103,8' 7.00'',,8.5,9.25
2026-27,1642889,1642889,Labaron,Philon,Labaron Philon,PG,74.5,6' 2.50'',,,176.20,78.25,6' 6.25'',99.5,8' 3.50'',,8.5,9
2026-27,1643519,1643519,Jayden,Quaintance,Jayden Quaintance,C,81,6' 9.00'',,,253.40,89.25,7' 5.25'',109,9' 1.00'',,9.5,11
2026-27,1643542,1643542,Tarris,Reed Jr.,Tarris Reed Jr.,C,81.75,6' 9.75'',,,263.60,88.25,7' 4.25'',110,9' 2.00'',,9.25,10
2026-27,1643586,1643586,Billy,Richmond III,Billy Richmond III,SF,77.75,6' 5.75'',,,195.40,80,6' 8.00'',101,8' 5.00'',,9,9.25
2026-27,1643563,1643563,Richie,Saunders,Richie Saunders,SG,77,6' 5.00'',,,204.80,80.75,6' 8.75'',102.5,8' 6.50'',,8.5,10.25
2026-27,1643567,1643567,Emanuel,Sharp,Emanuel Sharp,SG,74.75,6' 2.75'',,,208.40,75,6' 3.00'',98.5,8' 2.50'',,8,8.25
2026-27,1643552,1643552,Braden,Smith,Braden Smith,PG,70.25,5' 10.25'',,,166.60,75.25,6' 3.25'',93.5,7' 9.50'',,8.25,8.25
2026-27,1643419,1643419,Hannes,Steinbach,Hannes Steinbach,C,82.25,6' 10.25'',,,248.00,86.25,7' 2.25'',108,9' 0.00'',,9,10
2026-27,1642892,1642892,Bennett,Stirtz,Bennett Stirtz,PG,74.5,6' 2.50'',,,186.20,78,6' 6.00'',98.5,8' 2.50'',,8.5,9.75
2026-27,1642887,1642887,Andrej,Stojakovic,Andrej Stojakovic,SF,77.5,6' 5.50'',,,206.00,80.25,6' 8.25'',100,8' 4.00'',,8.5,10
2026-27,1643614,1643614,Peter,Suder,Peter Suder,SG,75.75,6' 3.75'',,,213.40,80,6' 8.00'',99.5,8' 3.50'',,8.5,9
2026-27,1643543,1643543,Luigi,Suigo,Luigi Suigo,C,86.75,7' 2.75'',,,289.00,89.5,7' 5.50'',114,9' 6.00'',,9.25,10.5
2026-27,1643517,1643517,Dailyn,Swain,Dailyn Swain,SF,78.5,6' 6.50'',,,211.20,82,6' 10.00'',104.5,8' 8.50'',,8,9.25
2026-27,1643535,1643535,Tyler,Tanner,Tyler Tanner,PG,70.75,5' 10.75'',,,166.80,76.25,6' 4.25'',93,7' 9.00'',,8.25,10
2026-27,1643509,1643509,Meleek,Thomas,Meleek Thomas,SG,75,6' 3.00'',,,189.60,78.75,6' 6.75'',100,8' 4.00'',,8,7.5
2026-27,1643570,1643570,Bruce,Thornton,Bruce Thornton,PG,72,6' 0.00'',,,223.00,77,6' 5.00'',96.5,8' 0.50'',,8.5,9
2026-27,1642870,1642870,Milos,Uzan,Milos Uzan,PG,75,6' 3.00'',,,185.00,77,6' 5.00'',98,8' 2.00'',,8,9
2026-27,1643539,1643539,Henri,Veesaar,Henri Veesaar,C,83.25,6' 11.25'',,,227.20,86,7' 2.00'',111,9' 3.00'',,8.75,9.5
2026-27,1643413,1643413,Keaton,Wagler,Keaton Wagler,PG,77,6' 5.00'',,,188.00,78.25,6' 6.25'',100,8' 4.00'',,8,9.25
2026-27,1643410,1643410,Caleb,Wilson,Caleb Wilson,PF,81.25,6' 9.25'',,,210.80,84.25,7' 0.25'',108,9' 0.00'',,9,9.75
2026-27,1643537,1643537,Tounde,Yessoufou,Tounde Yessoufou,SG,76.25,6' 4.25'',,,219.80,82,6' 10.00'',103,8' 7.00'',,8.5,9
